id	user	icon	portrait	Italian	Japanese	Final Notes	pic	Filenames	Codes
GIRL_FOUNDBOORKEY	The Scythian		AdventureUI/keyItem	La ragazza vide la chiave che avevamo trovato & ci incoraggiò a cercare con molta attenzione una porta chiusa.	オトメちゃんは鍵を見て;「鍵が掛かっている~扉を;見逃さないようにしたほうがいい」;と~助言をくれた。				
				Non aveva altre idee ma ci tornò in mente qualcosa che avevamo visto sull'antica strada per il Mingi Taw.	彼女はそれ以上何も言わなかった。;~そういえば、ミンギ・トウへ続く古道で;~何か見たような…？				
ARCHETYPE_GROTTOPARADOX	The Archetype								
				Una volta che l'umore della luna è stato alterato nella Grotta della Luna	月の洞穴で月の形を変えたら				
ARCHETYPE_KILLBOOR	The Archetype			Ora immagino che tu ti stia chiedendo a cosa serve quella chiave? Ad essere sinceri, non ne ho idea.	さてさて、これは何の鍵なのでしょうかね。;~正直に申し上げて、さっぱり分かりません。		119	075.jpg	87C5S
				Non è che ora io stia insinuando che tu sia in effetti un violento sociopatico... Sono certo che tu abbia avuto le tue ragioni, giusto? #tamarrorso	別にこの件であなたの事を;~「社会不適合者だ！」;なんて言うつもりはない~ですよ…;きっと何か理由があったのでしょう？ #さらばクマズリー				
				Dovrei far cenno al fatto che Tamarrorso è stato incluso in S:S&S EP per far sì che i partecipanti fossero tentati da identificarsi in violenti sociopatici.	ひとつ申し上げておくと、クマズリーは、;~被験者が暴力的、反社会的行動を取るよう;~誘導するために登場しています。				
				Sono stato appena informato che Tamarrorso è stato ucciso... non è che ne sai qualcosa? #assassino	今、クマズリーが殺害されたと;報せが~あったのですが、何かご存知ですか？ #クマズリーの悲報				
ARCHETYPE_SPAREBOOR	The Archetype			Ora immagino che tu ti stia chiedendo a cosa serve quella chiave? Ad essere sinceri, non ne ho idea.	さてさて、これは何の鍵なのでしょうかね。;~正直に申し上げて、さっぱり分かりません。		119	075.jpg	87C5S
				Eh sì, è grandioso & ti amiamo tantissimo per questo.	まあ、そういうわけで、良かった、良かった。;~善き行いでしたよ。				
				Tamarrorso è stato incluso in S:S&S EP per permettere ai partecipanti di identificarsi in persone compassionevoli & ragionevoli.	実はクマズリーは、被験者が自らの持つ;~思いやりや理性を認識させるために;~登場しています。				
				Sono stato appena informato che a Tamarrorso è stato concesso di fuggire incolume. Questa è una notizia rincuorante.	今、クマズリーが無事に逃がされたと;報せが~入りました。;いや、実に良いニュースです。				
LOGFELLA_FOUNDATION	Logfella			...	...				
				...	...				
				...	...				
SCYTHIAN_FOUNDATION	The Scythian			Abbiamo appena risvegliato un folletto silvano da uno stagno profondo circondato da gigli vicino ad una baita di pietra. Non siamo sicuri di cosa significhi.	山小屋の横にあるユリの咲く池で、;森の精を~目覚めさせた。それが;何を意味するのか~よくわからないけれど。				
				Mente in cielo continua una tempesta senza fine abbiamo imparato ad intonare un Inno della Spadomanzia & ad invocare un folletto silvano dormiente.	吹きすさぶ嵐の中でソーサリーの歌を習得し、;~眠り続ける森の精を召喚した。				
				Aspetta... perchè mi sto riferendo a me stessa in prima persona? Pensavo che la nostra storia fosse raccontata in terza persona? #cisaradaeditare	ん？なんかワタシ口調おかしい？;~ここだけ普通の独り言っぽくなっちゃってる？ #校正漏れ				
				I miei pensieri sono messi in sequenza cronologica, nell'ordine in cui li ho pensati? E così questo deve essere ciò a cui pensavo pochi secondi fa?	思考が時系列に沿って、;考えた順に並んで~いる？ということは、;これはワタシが何秒か~前に;考えていた事？				
				E così questo è il Grantomo? Sta assorbendo 'trasmissioni di pensiero linguistico'? Sto leggendo i miei pensieri mentre li sto pensando? Mmm...	なるほど、これが絶世の大書なのね。;あらゆる~思考を収集して言語的に記述する、;なるほど。~じゃ、考えた先から文章に;なってるってこと？;~フム…？				
GIRL_FOUNDATION	Girl			...	...				
				...	...				
				...	...				
DOGFELLA_FOUNDATION	Dogfella			...	...				
				...	...				
				...	...				
LOGFELLA_DARKMOON	The Scythian			Il taglialegna raccontò di come, nel suo sogno, vagasse nel bosco un'ora prima dell'alba sotto un cielo buio & tempestoso.	丸太さんが;自分の夢歩きの事について話して~くれた。;それは夜明け前の時間、暗い空の下、;~嵐が吹きすさんでいた時のこと。				
				Raccontò di una luce rosa pulsante & di una canzone inquietante piena d'angoscia che veniva dal bosco senza nome dietro al prato.	草原の奥にある森のほうで脈打つような;~ピンク色の光が見え、;恐怖を具現化させた~ような;気味の悪い歌が聞こえてきたという。				
				Immaginavamo che Il Signor Ceppo stesse probabilmente parlando del Concerto Rock della Luna Cupa.	…どうやら丸太さんは;暗月のロックフェスを~見かけたようだ。				
GIRL_DARKMOON	The Scythian			La ragazza raccontò di come, nel suo sogno, vagasse nel bosco un'ora prima dell'alba sotto un cielo buio & tempestoso.	オトメちゃんが;自分の夢歩きの事について~話してくれた。;それは夜明け前の時間、~暗い空の下、;嵐が吹きすさぶ時だったそうだ。				
				Raccontò di come aveva trovato riparo dalla tempesta nel tronco scavato di un albero colossale.	オトメちゃんはひどい雷雨から逃れようと、;~幹が空洞化した巨大樹の中に;隠れたのだと~いう。				
				Sapevamo totalmente di quale albero cavo colossale stava parlando.	その巨大樹のことはよく知っている。				
ARCHETYPE_DARKMOON	The Archetype			Fa attenzione: La Luna Cupa regna.	気をつけて。世界は今、暗月を迎えています。		94	076.jpg	I7F69
LOGFELLA_CRESCENTWAX	The Scythian			Il taglialegna raccontò di come, nel suo sogno, vagasse nel bosco un'ora prima dell'alba, sotto la luna crescente.	丸太さんが自分の夢歩きの事について;話して~くれた。それは三日月の輝く晩の、;~夜明け前の時間だったという。				
				Raccontò di una creatura che aveva incontrato, qualcuno o qualcosa di bizzarro & nudo. Era un orso? Un uomo? o.... Tamarrorso?	その時に遭遇したのは、;人とも動物とも~つかない不思議な生物で、;裸だったという。;~熊？人？それとも…クマズリーだろうか？		57	077.jpg	I7G7U
GIRL_CRESCENTWAX	The Scythian			La ragazza era entusiasta - oggi è iniziato un nuovo mese lunare! Aveva aspettato con impazienza le giornate lunghe seduta sulle rocce.	オトメちゃんは興奮していた。;太陰暦における~新たな月の始まりなのだ。;彼女は石の上に~ずっと座っていた。;嬉しそうだ。				
ARCHETYPE_CRESCENTWAX	The Archetype			È apparso uno spicchio della luna crescente, segnando così l'inizio di un nuovo ciclo lunare di ventotto giorni.	暗月がかすかに輝いていますね。;~太陰暦における新たな月の始まりです。		118	045.jpg	Y4E5Q
LOGFELLA_HALFWAX	The Scythian			Il taglialegna ammise che sì, certamente, nel corso della sua vita aveva tagliato una bella quantità di legna da ardere.	ただ丸太さんは、薪木だけはもう十分;蓄えて~あることを認めた。				
				Raccontò di inverni rigidi & forti nevicate qui, nelle possenti montagne del Caucaso che si innalzano sulla steppe di Scizia.	コーカサス山岳地帯の冬は、;草原ばかりの~スキタイとは;比較にならないほど厳しく、;~雪も相当に積もるのだという。				
				Il taglialegna ambiva ad avere abbastanza cibo & legna da ardere per sopravvivere ai lunghi & freddi mesi che sarebbero giunti.	丸太さんは長く厳しい冬を越すために、;~十分な食料と薪木を蓄えておきたい;と考えて~いるようだ。				
GIRL_HALFWAX	The Scythian			Nel mio sogno della notte scorsa vagavo nel bosco & desideravo ardentemente un muffin, ma c'erano zero muffin.	昨夜の夢で、私は森を歩いていた。;途中で~マフィンが食べたくてしかたなくなった;の~だが、結局マフィンはどこにもなかった。		108	078.jpg	07D87
ARCHETYPE_HALFWAX	The Archetype			Studiosi del folklore lunatici hanno asserito che non c'è una connessione casuale fra la follia & l'umore della luna.	世の中には「月の満ち欠けと凶気には;何の因果~関係もない」なんて言う;民俗学者もいますが、~ありえませんよね。				
LOGFELLA_ALMOSTWAX	The Scythian			Il taglialegna disse che non aveva mai pensato troppo alla Massa Gogolitica & alla montagna selvaggia del Mingi Taw.	丸太さんは「これまでゴゴリチク・マスと;~ミンギ・トウの険しい山道について;きちんと~考えたことなどなかった」と言った。				
				Disse che tuttavia, nell'ultimo periodo, la presenza spettrale della Massa Gogolitica aveva cominciato a perseguitarlo.	ただ話が終わる頃になると、;不死の亡霊、~ゴゴリチク・マスに;とりつかれ始めたよう~だった。				
				Il taglialegna raccontò che gli venivano gli attacchi di panico quando in cielo si stagliava La Luna Splendente & mentre regnava La Luna Cupa.	彼によると、明月と暗月の夜は;ひどく気味悪い~空気が漂うという。				
GIRL_ALMOSTWAX	The Scythian			La ragazza fece delle osservazioni sulla luna crescente... si chiese quanto ci sarebbe voluto prima che La Luna Splendente si stagliasse in cielo.	オトメちゃんは月について何か言っている。;~次の明月がいつかを気にかけているようだ。				
ARCHETYPE_ALMOSTWAX	The Archetype			La luna cresce in silenzio di giorno in giorno... tra pochi giorni ci sarà La Luna Splendente... & quindi?	日ごとに月は満ちていく…;あと数日で明月だが…;~だからどうしたというのだ？		165	046.jpg	P4B6A
LOGFELLA_BRIGHTMOON	The Scythian			Il taglialegna ammise che il suo cane sembrava perdere un po' la testa quando La Luna Splendente si stagliava in cielo.	丸太さんによると、彼の犬は明月の日は;~少し行動がおかしくなるという。		135	061.jpg	M6F1I
GIRL_BRIGHTMOON	The Scythian			La ragazza raccontò di come, nel suo sogno, vagasse nel bosco un'ora prima dell'alba, mentre La Luna Splendente si stagliava nel cielo.	オトメちゃんが自分の夢歩きの事について;~話してくれた。それは明月がそびえ立つ晩の、;~夜明け前~の時間だったそうだ。				
				Raccontò dell'aria frizzante del mattino & di un isola impossibile al centro di un lago placido.	張り詰めた朝の空気を切りながら;湖を~歩いていると、湖の真ん中に;アリエン島が~現れたのだという。				
ARCHETYPE_BRIGHTMOON	The Archetype			Và fuori & guarda in alto - ammira La Luna Splendente che si staglia in cielo!	ほら、外に出て空を見上げて！;夜空に~そびえ立つ明月を;眺めてきてください。		95	079.jpg	07D95
LOGFELLA_ALMOSTWANE	The Scythian			Il taglialegna tollerava a fatica le leggende popolari & ammise che di solito lo facevano addormentare. Non di meno, se ne intendeva un po'.	丸太さんによると、;彼は伝説のたぐいが大の~苦手で、;聞いていると寝てしまうらしい。;~その割にはとても博識だけれど。				
				Il taglialegna sapeva tutto sul Mingi Taw & sul poichÉ fosse noto anche come Il Regno della Nuvola.	丸太さんはミンギ・トウのことを;知り尽くして~いた。もちろん、;雲の王国と呼ばれる由縁も。				
				Sapeva che il Mingi Taw era la montagna più alta del mondo conosciuto, anche più alta del Monte Olimpo, ove risiedono gli dei degli Achei.	ミンギ・トウは発見されている山の中で;~世界で一番高い。;その高さはオリンポス山を~凌ぐという。				
				Sapeva anche che la cima del Mingi Taw, sempre celata dalle nubi, fosse ritenuta un portale per il turbinio dell'infinito.	またミンギ・トウの頂上は;いつも雲に~覆われており、;その中には無限の渦への~入り口が;あるのだという。				
				Il taglialegna non aveva mai osato battere i pendii del Mingi Taw infestati dall'orrore & mai l'avrebbe fatto in futuro.	彼自身はミンギ・トウを恐れているから、;~登ったこともなければ;登るつもりもない~という。				
GIRL_ALMOSTWANE	The Scythian			La ragazza si domandava per quale motivo crescevano così tanti funghi subito prima & subito dopo la Luna Splendente... qual era la causa?	オトメちゃんは、明月の前後には;取ったはずの~キノコが生えそろっている;ことを不思議に~思っていた。;なぜなのだろう？				
ARCHETYPE_ALMOSTWANE	The Archetype			La luna è un po' meno luminosa di ieri & il ciclo lunare sta per finire.	月の光が昨日よりも少しだけ暗い。;明月を~迎えた月が、欠け始めたのだ。				
LOGFELLA_HALFWANE	The Scythian			Il taglialegna tollerava a fatica le leggende popolari & ammise che di solito lo facevano addormentare. Non di meno, se ne intendeva un po'.	丸太さんによると、;彼は伝説のたぐいが大の~苦手で、;聞いていると寝てしまうらしい。;~その割にはとても博識だけれど。				
				Il taglialegna spiegò che in Scizia & in Persia, il Mingi Taw è noto come La Montagna Eterna.	丸太さんによると、;ミンギ・トウはスキタイ~やペルシャで;「永遠の山」として知られている~そうだ。				
				Il taglialegna raccontò di come, ere addietro, una razza da tempo dimenticata avesse intagliato un tempio nelle rocce vive al di sotto del MIngi Taw.	何でも、はるか昔に忘れ去られた種族が、;~ミンギ・トウの奥地にある生命を持つ岩を;~削り出して寺院を作ったのだそうだ。				
				Il taglialegna raccontò dei corridoi sotterranei & degli spazi cavernosi intagliati nelle rocce vive al di sotto del Mingi Taw.	また、ミンギ・トウ付近の;地下通路や~洞穴なども、;その生命を持つ岩を彫って~作られた~という。				
				Secondo il taglialegna, quegli spazi cavernosi furono intagliati ere addietro per mantenere al sicuro Il Grantomo.	丸太さんが言うには、;あの洞穴のような~空間ははるか昔、;絶世の大書を安全に保管する~ために;作られたらしい。				
GIRL_HALFWANE	The Scythian			La ragazza disse che era andata a passeggiare al di là del muro di pietra & aveva avvertito la terribile presenza della Massa Gogolitica.	オトメちゃんが先日、;石壁の先まで散歩に~行った際;、確かにゴゴリチク・マスの恐ろしい~気配を;感じたと言った。		30	080.jpg	V8B04
ARCHETYPE_HALFWANE	The Archetype			Il ciclo lunare sta finendo & in meno di una settimana avremo La Luna Cupa.	月は欠けるサイクルに入りました。~;暗月まであと１週間もないでしょう。				
LOGFELLA_CRESCENTWANE	The Scythian			Il taglialegna tollerava a fatica le leggende popolari & ammise che di solito lo facevano addormentare. Non di meno, se ne intendeva un po'.	丸太さんによると、;彼は伝説のたぐいが大の~苦手で、;聞いていると寝てしまうらしい。;~その割にはとても博識だけれど。				
				Il taglialegna sapeva della Massa Gogolitica, lo spettro immortale che si aggira nell'oscurità al di sotto del Mingi Taw.	丸太さんは;ゴゴリチク・マスについても~知っていた。;あの、ミンギ・トウの奥を~徘徊する;不死の亡霊だ。				
				Il Signor Ceppo ci parlò dell'inesplicabile turbinio dell'infinito dal quale proveniva il Grantomo in un età della pietra di cui si sta perdendo memoria.	無限の渦は我々の理解を越えるもので、~;絶世の大書もはるか昔の石の時代に;渦の中から~現れたのだそうだ				
				Raccontò di una razza immortale di esseri provenineti dallo spazio che innescarono nell'umanità una forma rudimentale di trasmissione del pensiero linguistico.	また彼は「思考の収集と言語的記述の;仕組は~宇宙を旅してきた不死の種族;が人類に残した~もので、彼らにとっては原始的な;ものなのだ」と言った。				
				Questi immortali benedirono l'umanità con la capacità di civilizzarsi &  così li condannarono ad un'eventuale, inevitabile, estinzione.	これらの不死の民が人類に文明を与え、~;結果として避けられない「絶滅」を;運命づけて~いったのだと。				
				Gli Sciti desideravano sopprimere l'insidioso serpente che era la civilizzazione & così isolarono Il Grantomo col suo eterno protettore.	古代スキタイ人はこれを得体が知れないもの;~と考え、絶世の大書と不死の番人を;まとめて~隔絶した環境に封じ込めたという。				
				L'eterno da allora è restato nell'oscurità, consumandosi fino a diventare lo spettro immortale noto come La Massa Gogolitica.	そして不死の番人は、;それ以来あの暗闇の中に~蠢き続け、;退化してゴゴリチク・マスと~なった。				
				Il taglialegna probabilmente sarebbe andato avanti ancora & ancora con queste storie senza senso se non lo avessimo rispettosamente fermato.	…そろそろ上手く切り上げないと、;丸太さんは~このまま延々と;訳のわからない与太話を続け~そうだ。				
GIRL_CRESCENTWANE	The Scythian			La ragazza notò che la luna si stava ritraendo. Disse che presto sarebbe scomparsa & che La Luna Cupa avrebbe regnato.	オトメちゃんが;欠けていく月について何か~言っている。;間もなくすべてが消え、~暗月が来るようだ。				
ARCHETYPE_CRESCENTWANE	The Archetype			Il ciclo lunare è quasi completo, La Luna Cupa è quasi giunta.	まもなく暗月。;月の暦もこれできれいに一周~しますね。				
DARKMOONLOOMS_ARCHETYPE	The Archetype			Si staglia la luna cupa, la fine del ciclo lunare è prossima.	暗月の時が来ましたね。;まもなく月の暦が~一周します。				
DARKMOONBEGINS_ARCHETYPE	The Archetype			Osserva: ecco la luna cupa!	暗月を見るが良い！		94	076.jpg	I7F69
DARKMOON_GIRLTHOUGHTS	Girl			Nel mio vagare nei sogni sono giunta presso un assemblea di alberi distrutta da un fulmine & ho avvertito la presenza di qualcosa di profondamente sacro.	夢歩き中に「樹々が集い語らう場所」に;~行ったら、すごいカミナリが落ちていたの。;~それから、その場所の雰囲気が…;何ていうか~すごく…神秘的だった。				
DARKMOON_LOGFELLATHOUGHTS	Logfella			La scorsa notte ho sentito il suono di una musica pulsante che filtrava dal bosco dietro la mia baita di pietra. Ma cos'era?	昨晩、小屋の裏手の森深くからズン、ズン;~という音が聞こえてきたんだ…。;ありゃあ~何だったのだろうか？				
DARKMOON_DOGFELLATHOUGHTS	Dogfella			Bau bau bau - nel mio stato dormiente ho visto soltanto le sottili spume sonore dei folletti silvani.	ワン ワン ワン - 睡眠状態の間は、~;私にもぼんやりと森の精が見えるようだ。				
AMPHITHEATRE_OUTRO	The Scythian			Abbiamo riunito la Trigon Tripletta & siamo degli eroi.	ついにトライゴン・トライフェクタを;~完成させた。歴史に名前が残っちゃうかもね。		164	081.jpg	48G1Q
RABBITS_3MURDERS	The Scythian			Abbiamo ucciso 3 conigli inermi senza ragione alcuna.	無力なウサギを３匹殺した。				
RABBITS_7MURDERS	The Scythian			Abbiamo ucciso 7 conigli inermi senza ragione alcuna - che questa sia la prova che la nostra mente è disturbata?	無力なウサギを７匹殺した。~;私おかしいのかな？				
RABBITS_13MURDERS	The Scythian			Abbiamo ucciso 13 conigli inermi senza ragione alcuna.	無力なウサギを１３匹殺した。				
RABBITS_17MURDERS	The Scythian			Abbiamo ucciso 17 conigli inermi senza ragione alcuna. Nessuno può fermarci.	無力なウサギを１７匹殺した。~;もう誰にも止められない！				
RABBITS_23MURDERS	The Scythian			Abbiamo ucciso 23 conigli inermi senza ragione alcuna.	無力なウサギを２３匹殺した。				
RABBITS_37MURDERS	The Scythian			Abbiamo ucciso 37 conigli inermi senza ragione alcuna. Siamo curiosi di sapere che succederà se continueremo con questa frenesia omicida.	無力なウサギを３７匹殺した。~;このまま続けたらどうなっちゃうんだろう。				
RABBITS_53MURDERS	The Scythian			Abbiamo ucciso 53 conigli inermi senza ragione alcuna. Stiamo chiaramente soffrendo di un disordine compulsivo ossessivo.	無力なウサギを５３匹殺した。~;この衝動はほとんど強迫観念…？				
RABBITS_91MURDERS	The Scythian			Abbiamo ucciso 91 conigli inermi senza ragione alcuna.	無力なウサギを９１匹殺した。				
RABBITS_107MURDERS	The Scythian			Abbiamo ucciso 107 conigli inermi senza ragione alcuna.	無力なウサギを１０７匹殺した。;~数えるのを止めたらこの衝動も収まるのかな？				
ARCHETYPE_CREDITS	The Archetype								
				S:S&S EP è un videogame frutto di un progetto di collaborazione prodotto a Toronto. Mettiti in contatto o tieniti aggiornato su swordandsworcery.com.	スキムスはトロントを拠点とする;ビデオゲーム型共同プロジェクトです。;ご意見ご感想、そして最新ニュースを;チェックする時は sukimusu.jp まで。				
			Logos/superbrothers	Il concept originale è frutto dell'organizzazione di arte & design nota come Superbrothers Inc. presso superbrothers.ca	オリジナルコンセプト担当：;Superbrothers Inc. ;（アート & デザイン集団、superbrothers.ca）				
				Le canzoni & alcuni suoni sono frutto del lavoro dell'amato compositore & rockstar nota come Jim Guthrie di jimguthrie.org	楽曲と一部サウンド担当、;Jim Guthrie;（愛すべき音楽家にしてロックスター、;jimguthrie.org）				
			Logos/capy	Progettazione & miracoli ad opera dello studio di videogame indie noto come Capy di capybaragames.com	エンジニアリング & 奇跡担当：;Capy;（インディペデントビデオゲーム開発スタジオ、;capybaragames.com）				
			Logos/eightfour	Localizzazione giapponese, marketing, PR & amore sono stati forniti da 8-4, Ltd. TUTTO LO STAFF aka @84Play 8-4jp	ローカライズ、マーケティング、;PR、まごころ担当：;有限会社ハチノヨン;(8-4.jp、@84Play)				
				* * * IL TEAM DI S:S&S EP * * *	* * * スキムスチーム * * *				
				Concept, artworks, design, direzione & sceneggiatura ad opera di membri di Superbrothers Inc. aka @the1console	コンセプト、アート、デザイン、;ライティングとかそのへん担当：;Craig D. Adams（Superbrothers ;クリエイティブディレクター、@the1console）				
				Design, project leadership, supporto costante & altro da parte di Kris Piotrowski, creative director presso Capy aka @krispiotrowski	デザイン、プロジェクトリーダー、;不撓不屈のサポートとか担当：Kris Piotrowski;（Capy所属、クリエイティブディレクター、;@krispiotrowski）				
				Sistema, architettura tecnica, UI, engine & altro da parte di Jon Maur, capo programmatore tecnico di S:S&S EP presso Capy aka @buckets187	システム、技術的アーキテキチャ、;UI、エンジンとか担当：Jon Maur;（Capy 所属、スキムスリードテクニカル;プログラマー、@buckets187)				
				Scripts, combattimenti & funzionamento dei miracoli di Frankie Leung, capo programmatore gameplay di S:S&S EP presso Capy aka @mpfTempVar	脚本、戦闘、& 奇跡の実現担当：;Frankie Leung（Capy 所属、;スキムスリードゲームプレイプログラマー、;@mpfTempVar）				
				Ispirazione, canzoni, suoni, anima & molto altro per cortesia di Jim Guthrie, compositore, eroe folk & rockstar a piede libero	インスピレーション、楽曲、;サウンド、ソウル、礼儀正しさ担当：;Jim Guthrie（作曲家、フォークの;申し子にしてロックスター、@jampants）				
				* * * INOLTRE * * *	* * * そして * * *				
				La voce del Signor Ceppo è di Robert Ashley, creatore della trasmissione radiofonica A Life Well Wasted  aka @robertashley presso www.alifewellwasted.com	丸太さんの音声、;スクリプトスーパーバイザー：須田剛一;（株式会社グラスホッパー・マニファクチュア;ghm.jp、@suda_51）				
				La voce della Scita è della fotografa Robyn Cumming presso robyncumming.com	スキタイのムスメの声：Robyn Cumming;（写真家、robyncumming.com）				
				La voce dell'Archetipo è dell'artista & regista Clive Holden aka @cliveholden presso cliveholden.com	アーキタイプの音声、マブダチ、;ときどき経理担当：;高橋智彰				
				I suoni cosmici della Grotta Lunare sono di Scientific American  aka @scntfc presso scntfc.com	月の洞穴の宇宙サウンド：;Scientific American ;（scntfc.com、@scntfc）				
				* * * ASSISTENZA DI CAPY * * *	* * * CAPYサポート * * *				
				Produttore esecutivo, eroe popolare, leadership & strategeria di Nathan Vella, presidente di Capy aka @Capy_Nathan	エグゼクティブプロデューサー、;みんなのヒーロー、;リーダーシップ & ストラテジー：Nathan Vella;（Capyプレジデント、@Capy_Nathan）				
				Produttore PC, assistenza tecnica audio, integrazione FMOD & tanti deliziosi suoni di Sean "Uber" Lohrisch, cofondatore presso Capy.	PC 版プロデューサー、オーディオ技術支援、;~fMOD 統合、素敵なサウンドたくさん：;~Sean "Uber" Lohrisch （Capy共同設立者）				
				Amministrazione & business assistance di Matt "Juggalord" Repetski, cofondatore presso Capy.	管理 & 業務補助：;Matt "Juggalord" Repetski;（Capy共同設立者）				
				Controllo della qualità & mega eroe del playtest,Christian "Sea Dawg" Meyer presso Capy aka @fiddler6	品質管理 & 超絶プレイテストヒーロー：;Christian "Sea Dawg" Meyer;（Capy所属、@fiddler6）				
				Core programmer per il porting per pc casalinghi & abilitazione del 1080p forniti da non altri che Humbert Wong.	家庭用コンピューター移植の;~プログラミング (メイン)、1080p 化対応：;~やってくれたのは Hubert Wong				
				Assistenza aggiuntiva per la programmazione per PC/Mac/Linux, esperto di Steam & sollevamento di cose pesanti di Drew Grainge aka @firstelder_d	PC/Mac/Linux プログラミング支援、;~Steam 関係監督、各種ウエイトリフティング：;~Drew Grainge（@firstelder_d）				
				Cambiamenti di risoluzione dei beni artistici & sorrisi forniti da Super TIME Force's Vic "Meow" Nguyen aka @cowceda	感動的アートアセット & とっておきの笑顔：;~Vic "Meow" Nguyen;~(Super TIME Force、@cowceda)				
				Controllo della qualità aggiuntivo del solo & unico Aaron Eves aka @AaronEves	品質保証補佐：;~ワンアンドオンリー、;~Aaron Eves（@AaronEves）				
				Assistenza per il controllo della qualità aggiuntivo per PC di Phil Sandhop, Crystal Edwards e Sebastian Andersson di GameInstinct.	PC QA 補佐：;~Phil Sandhop、Crystal Edwards、;~Sebastian Andersson (GameInstinct)				
				Riconoscenza per Xavier Xaden Xen, Joseppe Theodore Blocco & Hank Hudson	スペシャルサンクス！：;Xavier Xaden Xen、Joseph Theodore Blocco、;Hank Hudson				
				Biscotti e altre deliziose sorprese fornite da Thea Gaerlan aka @doodlegirl	クッキーなどの嬉しいさしいれ：;~Thea Gaerlan（@doodlegirl）				
				* * * ASSISTENZA DI SUPERBROTHERS * * *	* * * SUPERBROTHERSサポート * * *				
				Cortesia per le relazioni, le comunicazioni,  QA, l'ispirazione, la pazienza infinita & l'infinito supporto morale di Jori Baldwin aka @aurorajorealis	連絡、コミュニケーション、;品質管理、インスピレーション、;恐るべき忍耐力と盛り上げ担当：;Jori Baldwin（@aurorajorealis）				
				Business assistance, aiuto finanziario & schietto supporto morale di Mack C. Adams aka @mackaraja	業務／経理補助 & 盛り上げ担当：;Mack C. Adams（@mackaraja）				
				Tanta tanta riconoscenza per Sheila Precious, David Adams, Sarah Adams & Cimarron Corpe per aver tenuto a galla la barca anche nei mari tempestosi.	さらにスペシャルサンクス：Sheila Precious、;David Adams、Sarah Adams、Cimarron Corpe;（あの嵐で船が沈まなかったのは;アナタたちのおかげです）				
				Mega grazie a Jim Guthrie per essersi imbarcato in questa folle avventura nell'ignoto.	超絶サンクス：Jim Guthrie;（未知への挑戦だったのに;参加してくれてありがとう）				
				Con l'aggiuntiva cortesia dei suoni da un milione di dollari di Timothy Muirhead.	それから、ステキなサウンドの数々を;快く提供してくれた Timothy Muirhead;に、ありがとう。				
				* * * ASSISTENZA DI 8-4  * * *	* * * 8-4サポート * * *				
				Traduzione giapponese ad opera del mastro parolaio RYUTA YAZAWA aka @lye	超絶的翻訳担当：;矢澤竜太;（@lye_）				
				Editing giapponese, consigli cruciali & assistenza infinita di MASAHIRO YUKI aka @You_to_the_ki presso Grasshopper Manufacture www.ghm.jp	魔法的エディット、究極アドバイザー：;結城昌弘;（株式会社グラスホッパー・マニファクチュア;ghm.jp、@You_to_the_ki）				
				Design del logo giapponese strafigo di POLYGRAPH, aka @polygraph_suwa at www.polygraph.jp	激ヤバロゴデザイン担当：;POLYGRAPH;（polygraph.jp、@polygraph_suwa）				
				Magia del sito internet giapponese di Jonathan Lumb aka @jonnyram presso www.jonnyram.com	超技術的ウェブサイトプログラミング担当：;Jonathan Lumb;（jonnyram.com、@jonnyram）				
				And finally, gratitude for JPN support & friendship: @suda_51, Tomoaki Takahashi, @eightbear, & remix artists @baiyon, @akirayamaoka, Michiru Yamane, @macotom3, & Decasségui Hip	リミックスアルバムのアーティストの皆様;~（@baiyon、@akirayamaoka、山根ミチル、;@macotom3、Decassegui Hip）の莫大なる;~サポート、山田秀人の深い友情に感謝です！				
				* * * TRADUZIONE ITALIANA  * * *	* * * 8-4サポート * * *				
				Traduzione italiana a cura dei "Cosmic Friends" dalla community di SpazioGames forum.spaziogames.it. Correzioni e accentate ad opera di Hexaae e banz99.	超絶的翻訳担当：;矢澤竜太;（@lye_）				
				Membri: Silvia "Sil" Mannu, Luca "Crismon King" Doni, Michele "WryNail" Scotti, Christian "HantraxHat" Brena.	魔法的エディット、究極アドバイザー：;結城昌弘;（株式会社グラスホッパー・マニファクチュア;ghm.jp、@You_to_the_ki）				
				* * * IL DOMINION DEL CANADA * * *	* * * カナダ自治領 * * *				
			Logos/omdc	Questo progetto è stato reso possibile grazie al supporto finanziario dell'Ontario Media Development Corporation (OMDC).	このプロジェクトは; Ontario Media Development Corporation（OMDC）;からの経済的支援を受けて実現されました。				
				* * * VI AMIAMO AMIAMO AMIAMO * * *	* * * みんなありがとう！ * * *				
				Ringraziamo pubblicamente Brandon Boyer aka @brandonnn, Mathew Kumar aka @mathewkumar & Jason DeGroot aka @jason6955 per aver allineato le stelle.	いてくれてありがとう：;Brandon Boyer（@brandonnn）;Mathew Kumar（@mathewkumar）;Jason DeGroot（@jason6955）				
				Tanto affetto per le favolose comunità di videogiocatori DIY di Toronto & i favolosi ragazzi di The Hand Eye Society, TOJam & Gamercamp.	トロント地域の情熱溢れる;ビデオゲームコミュニティ、;The Hand Eye Society と TOJam のみんな、;そして Gamercamp へ。みんな愛してる。				
